Date,Open,High,Low,Close,Adj Close,Volume
2019-06-07,155.100006,157.130005,154.570007,155.350006,147.890182,663300
2019-06-10,156.360001,157.699997,152.130005,153.520004,146.148071,1046900
2019-06-11,153.759995,153.839996,150.320007,152.169998,144.862854,1469200
2019-06-12,152.089996,152.679993,149.029999,150.539993,143.311127,796500
2019-06-13,150.660004,152.699997,150.190002,150.610001,143.377792,814800
2019-06-14,150.690002,152.679993,150.309998,151.800003,144.510651,769100
2019-06-17,152.520004,153.839996,151.660004,151.740005,144.453522,694300
2019-06-18,152.419998,155.050003,152.320007,154.830002,147.395126,1194500
2019-06-19,154.869995,155.059998,152.119995,153.770004,146.386017,1092600
2019-06-20,154.320007,154.949997,151.270004,153.270004,145.966995,874700
2019-06-21,153.610001,154.110001,151.759995,153.240005,145.938431,1054200
2019-06-24,153.860001,153.860001,151.660004,152.330002,145.071793,1134100
2019-06-25,152.940002,156.220001,151.919998,154.500000,147.138397,1346800
2019-06-26,153.690002,153.919998,149.199997,149.929993,142.786179,1237800
2019-06-27,150.089996,153.029999,149.169998,151.710007,144.481354,1028900
2019-06-28,151.979996,154.449997,151.399994,154.139999,146.795547,950000
2019-07-01,155.710007,158.449997,155.570007,156.589996,149.128815,1151500
2019-07-02,157.000000,160.490005,156.320007,159.789993,152.176346,1394000
2019-07-03,159.509995,161.630005,158.669998,160.630005,152.976318,588400
2019-07-05,160.139999,161.009995,159.250000,160.619995,152.966782,604400
2019-07-08,160.600006,163.229996,158.110001,158.190002,150.652557,1588100
2019-07-09,157.770004,158.880005,154.029999,155.500000,148.090759,1040700
2019-07-10,155.589996,156.809998,154.589996,156.429993,148.976410,833700
2019-07-11,155.860001,157.520004,155.080002,156.289993,148.843109,970300
2019-07-12,156.240005,159.110001,155.889999,158.580002,151.023972,648600
2019-07-15,159.009995,159.139999,156.630005,158.919998,151.347763,487600
2019-07-16,158.869995,162.710007,158.869995,161.759995,154.052490,763600
2019-07-17,161.149994,161.410004,156.350006,157.669998,150.157379,1116100
2019-07-18,154.750000,158.089996,152.330002,157.899994,150.376373,1126900
2019-07-19,158.089996,158.729996,156.139999,156.929993,149.452621,965300
2019-07-22,157.279999,160.169998,157.240005,158.899994,151.328751,840800
2019-07-23,159.490005,159.899994,155.350006,157.639999,150.128784,894500
2019-07-24,157.639999,159.220001,157.070007,158.500000,150.947800,865500
2019-07-25,156.899994,158.210007,149.940002,150.029999,142.881363,1703200
2019-07-26,150.100006,152.830002,149.500000,152.619995,145.347931,881500
2019-07-29,152.289993,153.419998,150.940002,153.039993,145.747955,782500
2019-07-30,152.520004,154.660004,150.910004,151.800003,144.567062,872900
2019-07-31,151.649994,152.479996,149.710007,150.639999,143.462311,1057100
2019-08-01,150.520004,153.520004,149.720001,149.949997,142.805191,1460300
2019-08-02,149.600006,150.039993,145.710007,145.779999,138.833878,1212700
2019-08-05,142.949997,143.399994,139.960007,143.160004,136.338715,1604800
2019-08-06,143.089996,146.110001,141.630005,145.639999,138.700562,1594000
2019-08-07,144.410004,145.309998,142.210007,144.039993,137.176788,1524000
2019-08-08,144.899994,146.619995,144.089996,144.429993,137.548203,1291600
2019-08-09,144.539993,146.940002,143.210007,144.330002,137.452957,1332600
2019-08-12,143.399994,145.350006,140.809998,142.160004,135.386383,1681100
2019-08-13,130.800003,144.059998,130.089996,142.229996,135.453033,5903800
2019-08-14,138.240005,140.460007,135.440002,136.490005,129.986526,2424500
2019-08-15,137.210007,138.270004,135.460007,137.500000,130.948441,1960500
2019-08-16,137.729996,139.690002,136.429993,136.589996,130.081757,1277800
2019-08-19,138.000000,138.259995,135.220001,136.350006,129.853241,1287800
2019-08-20,136.440002,137.850006,135.300003,135.380005,128.929428,997300
2019-08-21,136.559998,136.750000,134.699997,136.229996,129.738892,1344700
2019-08-22,136.649994,138.550003,136.080002,137.500000,130.948441,1306700
2019-08-23,136.570007,138.190002,134.449997,135.050003,128.615158,1088000
2019-08-26,135.619995,135.699997,132.889999,135.000000,128.567551,901000
2019-08-27,135.820007,137.130005,134.869995,134.889999,128.462784,746800
2019-08-28,134.300003,137.559998,133.300003,136.759995,130.243652,1800700
2019-08-29,138.039993,140.740005,137.779999,138.070007,131.491257,1203800
2019-08-30,138.699997,139.820007,137.449997,137.949997,131.376968,721300
2019-09-03,137.190002,140.429993,136.770004,140.360001,133.672119,1002500
2019-09-04,141.570007,142.309998,138.509995,141.889999,135.129257,1235200
2019-09-05,143.080002,147.119995,143.070007,146.550003,139.567200,770600
2019-09-06,146.889999,147.669998,146.320007,147.210007,140.195770,818200
2019-09-09,147.399994,147.809998,145.570007,147.429993,140.405258,1039700
2019-09-10,147.369995,155.380005,146.789993,154.699997,147.328857,1403200
2019-09-11,154.960007,158.889999,154.679993,158.860001,151.290649,1180100
2019-09-12,160.000000,160.149994,155.080002,155.199997,147.805038,1163200
2019-09-13,159.100006,159.320007,154.850006,157.000000,149.519272,996700
2019-09-16,156.000000,158.259995,155.699997,156.070007,148.633575,904800
2019-09-17,155.440002,157.000000,153.740005,156.070007,148.633575,841000
2019-09-18,155.910004,156.369995,152.570007,153.789993,146.462219,667900
2019-09-19,153.729996,154.559998,152.309998,152.800003,145.576202,705700
2019-09-20,152.929993,156.800003,152.690002,155.690002,148.329559,1050500
2019-09-23,156.550003,161.570007,155.779999,161.220001,153.598145,1234200
2019-09-24,162.479996,163.610001,158.720001,159.220001,151.692673,1263100
2019-09-25,159.220001,162.669998,158.880005,162.279999,154.608002,789300
2019-09-26,162.070007,162.070007,158.500000,160.380005,152.797867,727500
2019-09-27,161.130005,162.419998,160.449997,161.679993,154.036407,531900
2019-09-30,161.639999,165.970001,161.460007,165.399994,157.580536,982800
2019-10-01,165.589996,167.639999,163.940002,167.289993,159.381165,1086300
2019-10-02,166.270004,166.869995,161.949997,162.960007,155.255875,975400
2019-10-03,162.600006,162.789993,158.259995,159.860001,152.302444,918100
2019-10-04,159.539993,160.610001,157.199997,159.940002,152.378662,749000
2019-10-07,159.089996,160.369995,157.100006,158.270004,150.787567,1206600
2019-10-08,156.600006,156.889999,153.250000,154.330002,147.033859,913200
2019-10-09,154.610001,155.380005,153.250000,154.410004,147.110077,641600
2019-10-10,154.600006,156.419998,153.820007,155.949997,148.577271,731400
2019-10-11,157.509995,160.000000,157.399994,158.559998,151.063889,691600
2019-10-14,158.139999,159.229996,157.089996,157.320007,149.882523,430100
2019-10-15,158.740005,161.240005,157.149994,159.729996,152.178558,620300
2019-10-16,159.210007,164.339996,159.199997,162.750000,155.055786,870600
2019-10-17,162.500000,164.710007,161.250000,163.750000,156.008514,730800
2019-10-18,163.520004,164.740005,160.720001,163.500000,155.770325,642900
2019-10-21,164.529999,166.350006,163.990005,166.029999,158.180740,663300
2019-10-22,166.399994,167.250000,164.130005,165.979996,158.133072,575300
2019-10-23,165.250000,166.679993,163.259995,165.119995,157.313751,701000
2019-10-24,168.440002,170.550003,166.300003,166.809998,158.923859,1070100
2019-10-25,166.500000,169.690002,165.339996,165.559998,157.732956,643100
2019-10-28,165.960007,167.970001,165.229996,166.410004,158.542786,978800
2019-10-29,166.270004,166.919998,163.990005,164.350006,156.580170,657500
2019-10-30,163.990005,165.550003,162.800003,163.970001,156.218124,721600
2019-10-31,163.839996,164.169998,161.059998,162.479996,154.798569,826600
2019-11-01,163.009995,166.330002,162.460007,164.820007,157.027924,677800
2019-11-04,165.839996,167.369995,164.589996,166.610001,158.733307,708700
2019-11-05,167.669998,170.869995,166.509995,168.139999,160.191010,1222500
2019-11-06,168.139999,169.949997,166.429993,169.699997,161.677216,866300
2019-11-07,170.449997,171.360001,168.830002,169.279999,161.277069,669100
2019-11-08,170.360001,170.699997,165.800003,167.399994,159.485962,1243000
2019-11-11,166.720001,171.429993,165.949997,168.820007,160.838852,1805500
2019-11-12,157.949997,160.410004,154.309998,156.139999,148.758286,4357300
2019-11-13,155.309998,158.880005,153.759995,158.580002,151.082916,1370900
2019-11-14,157.949997,157.970001,155.020004,156.830002,149.415680,882000
2019-11-15,157.789993,162.690002,157.440002,162.660004,154.970047,1084500
2019-11-18,162.850006,164.059998,160.949997,163.669998,155.932312,862900
2019-11-19,163.220001,163.619995,161.220001,161.979996,154.322205,714500
2019-11-20,161.789993,161.960007,159.720001,161.740005,154.093536,724000
2019-11-21,162.149994,163.179993,158.199997,158.330002,150.844772,635900
2019-11-22,158.300003,159.100006,156.820007,157.869995,150.406509,971600
2019-11-25,158.360001,160.500000,157.589996,159.149994,151.625977,647500
2019-11-26,159.479996,159.479996,156.910004,157.089996,149.663376,1004400
2019-11-27,157.610001,160.610001,157.330002,158.779999,151.273483,809700
2019-11-29,158.460007,159.009995,156.679993,157.080002,149.653870,487100
2019-12-02,157.490005,159.570007,156.490005,156.550003,149.148926,893600
2019-12-03,155.250000,155.250000,151.880005,152.610001,145.395157,1047200
2019-12-04,152.619995,153.929993,152.000000,152.330002,145.128433,2822700
2019-12-05,152.889999,153.479996,151.820007,152.289993,145.090302,1603000
2019-12-06,153.289993,155.449997,151.929993,154.619995,147.310135,1803900
2019-12-09,154.240005,154.440002,150.500000,151.570007,144.404373,1900000
2019-12-10,153.179993,157.339996,152.440002,156.169998,148.786880,1510600
2019-12-11,155.860001,157.449997,153.770004,155.899994,148.529648,944900
2019-12-12,155.589996,157.839996,155.449997,156.119995,148.739243,710300
2019-12-13,156.220001,156.509995,154.220001,155.210007,147.872284,768600
2019-12-16,155.470001,155.619995,153.399994,153.500000,146.243118,659200
2019-12-17,154.509995,158.860001,153.669998,157.979996,150.511307,941700
2019-12-18,158.130005,158.800003,156.509995,158.029999,150.558945,564900
2019-12-19,157.470001,158.449997,156.229996,156.479996,149.138855,734700
2019-12-20,157.770004,158.699997,156.089996,158.119995,150.701904,1269200
2019-12-23,158.220001,160.199997,156.899994,159.970001,152.465134,683600
2019-12-24,160.119995,162.059998,159.830002,160.570007,153.036987,324200
2019-12-26,160.529999,161.070007,158.440002,159.270004,151.797974,482300
2019-12-27,159.470001,159.750000,158.000000,158.350006,150.921112,487200
2019-12-30,158.350006,160.259995,157.429993,159.119995,151.654999,563400
2019-12-31,159.160004,160.309998,158.500000,160.160004,152.646210,609600
2020-01-02,160.470001,160.949997,157.529999,159.410004,151.931396,944900
2020-01-03,158.029999,159.630005,157.250000,159.419998,151.940933,567000
2020-01-06,157.740005,158.889999,156.429993,156.800003,149.443848,880200
2020-01-07,156.899994,157.399994,152.410004,154.940002,147.671112,1129500
2020-01-08,154.850006,156.050003,153.139999,153.160004,145.974609,825700
2020-01-09,153.779999,153.979996,150.250000,152.869995,145.698196,1177400
2020-01-10,153.179993,153.500000,148.610001,149.009995,142.019287,1416100
2020-01-13,145.330002,147.000000,142.759995,145.259995,138.445221,2138700
2020-01-14,145.589996,149.080002,144.339996,148.899994,141.914474,1568400
2020-01-15,149.580002,151.490005,147.820007,150.210007,143.162979,1208800
2020-01-16,150.740005,152.000000,150.100006,151.940002,144.811844,677000
2020-01-17,151.779999,152.080002,150.360001,151.050003,143.963593,817400
2020-01-21,150.619995,150.619995,147.860001,149.000000,142.009750,797300
2020-01-22,148.869995,149.979996,146.809998,147.649994,140.723099,1204300
2020-01-23,146.070007,150.130005,145.970001,149.729996,142.705505,1312600
2020-01-24,150.000000,150.000000,141.210007,141.679993,135.033157,1277100
2020-01-27,139.889999,141.660004,139.059998,139.059998,132.536087,937300
2020-01-28,139.779999,140.240005,137.369995,138.580002,132.078613,924000
2020-01-29,139.050003,140.429993,138.100006,138.550003,132.050003,913400
2020-01-30,136.949997,137.479996,133.429993,135.270004,128.923904,1018300
2020-01-31,134.339996,134.589996,131.500000,131.750000,125.569031,1280700
2020-02-03,132.779999,134.410004,132.339996,132.649994,126.426796,1014200
2020-02-04,134.089996,134.630005,131.539993,131.559998,125.387955,822300
2020-02-05,132.710007,137.639999,132.250000,137.020004,130.591827,1199400
2020-02-06,137.130005,137.339996,133.970001,134.369995,128.066116,873000
2020-02-07,134.000000,134.380005,131.130005,132.929993,126.693657,895500
2020-02-10,132.169998,132.289993,129.940002,130.679993,124.549240,780800
2020-02-11,130.960007,132.839996,130.789993,132.110001,125.912140,558100
2020-02-12,132.889999,134.789993,132.539993,134.320007,128.018478,595100
2020-02-13,133.779999,136.169998,133.169998,134.669998,128.352051,949700
2020-02-14,134.750000,134.750000,131.559998,133.589996,127.322716,1122500
2020-02-18,145.389999,150.660004,140.759995,141.809998,135.157074,2881700
2020-02-19,141.509995,142.419998,137.740005,140.119995,133.546341,1015600
2020-02-20,140.149994,142.860001,139.539993,142.479996,135.795639,671600
2020-02-21,141.619995,142.130005,139.869995,140.610001,134.013382,791800
2020-02-24,137.419998,140.839996,136.559998,139.910004,133.346207,1199400
2020-02-25,140.779999,140.779999,136.139999,137.600006,131.144608,1565700
2020-02-26,138.949997,138.949997,134.080002,134.539993,128.228134,1164800
2020-02-27,133.160004,138.110001,129.630005,134.130005,127.837395,997000
2020-02-28,131.289993,132.979996,127.849998,132.979996,126.741333,1909200
2020-03-02,133.449997,133.449997,128.039993,132.990005,126.750870,1403000
2020-03-03,131.520004,135.660004,128.919998,130.330002,124.215668,1241000
2020-03-04,131.220001,133.029999,128.070007,132.899994,126.665070,861300
2020-03-05,129.190002,129.770004,126.000000,126.919998,120.965630,1157100
2020-03-06,123.809998,128.479996,121.510002,127.910004,121.909195,1207800
2020-03-09,119.930000,132.190002,119.440002,130.360001,124.244247,1736700
2020-03-10,133.740005,137.350006,129.940002,135.199997,128.857193,1322500
2020-03-11,132.470001,132.800003,123.410004,125.620003,119.726624,2077500
2020-03-12,118.400002,120.330002,109.019997,109.169998,104.048355,1721300
2020-03-13,114.080002,115.309998,105.150002,113.690002,108.356308,1251600
2020-03-16,102.830002,107.489998,93.879997,95.250000,90.781433,1416100
2020-03-17,97.150002,101.919998,92.639999,100.250000,95.546837,1475700
2020-03-18,92.629997,94.459999,78.559998,88.739998,84.576828,1649400
2020-03-19,86.480003,89.419998,81.620003,85.970001,82.168259,1185000
2020-03-20,86.489998,89.000000,73.739998,75.029999,71.712044,1548500
2020-03-23,74.970001,79.940002,71.330002,78.500000,75.028595,1476000
2020-03-24,82.709999,87.610001,81.419998,86.379997,82.560135,1668300
2020-03-25,87.330002,96.610001,85.070000,90.370003,86.373688,1173700
2020-03-26,91.419998,97.650002,90.580002,97.120003,92.825203,1713800
2020-03-27,93.099998,100.209999,91.400002,95.599998,91.372406,761500
2020-03-30,94.410004,97.870003,89.860001,96.500000,92.232605,1046400
2020-03-31,95.559998,97.379997,92.900002,93.320000,89.193222,1268600
2020-04-01,89.629997,92.699997,87.120003,89.169998,85.226746,1163400
2020-04-02,87.709999,89.889999,81.940002,88.410004,84.500374,3036900
2020-04-03,86.139999,86.910004,82.730003,84.650002,80.906639,1148400
2020-04-06,89.440002,98.300003,88.529999,95.809998,91.573112,1378300
2020-04-07,102.230003,103.720001,97.480003,99.440002,95.042603,1255800
2020-04-08,101.830002,103.949997,98.959999,102.519997,97.986382,680900
2020-04-09,104.620003,108.809998,103.339996,106.860001,102.134468,1137200
2020-04-13,109.019997,110.050003,103.599998,110.000000,105.135605,1175500
2020-04-14,111.239998,116.330002,111.139999,115.389999,110.287247,922500
2020-04-15,110.949997,112.949997,108.889999,111.989998,107.037605,835100
2020-04-16,112.839996,118.220001,110.959999,117.529999,112.332626,1139500
2020-04-17,121.500000,123.400002,115.639999,118.860001,113.603813,949600
2020-04-20,116.830002,117.980003,115.080002,115.400002,110.296822,941400
2020-04-21,115.470001,117.199997,112.970001,113.510002,108.490402,777900
2020-04-22,115.070000,116.339996,112.410004,113.019997,108.022064,751200
2020-04-23,114.500000,118.379997,112.800003,113.389999,108.375702,895300
2020-04-24,115.150002,118.300003,114.000000,117.589996,112.389969,1011400
2020-04-27,118.489998,121.089996,117.470001,118.949997,113.689835,774400
2020-04-28,121.510002,123.239998,119.940002,120.970001,115.620506,776000
2020-04-29,123.830002,126.790001,123.000000,124.910004,119.386284,938400
2020-04-30,123.330002,123.419998,118.779999,120.910004,115.563156,750000
2020-05-01,118.019997,119.389999,115.970001,116.589996,111.434174,501700
2020-05-04,115.430000,120.410004,115.000000,120.110001,114.798523,460300
2020-05-05,121.889999,123.589996,121.000000,121.190002,115.830772,440100
2020-05-06,121.809998,122.940002,119.570000,121.160004,115.802109,683800
2020-05-07,122.500000,124.910004,118.940002,119.610001,114.320648,904500
2020-05-08,121.900002,125.709999,121.129997,124.849998,119.328911,911500
2020-05-11,124.110001,126.389999,123.000000,125.940002,120.370735,851200
2020-05-12,126.699997,126.940002,124.010002,124.500000,118.994400,1010600
2020-05-13,123.760002,125.050003,118.680000,119.239998,113.967010,1178700
2020-05-14,117.779999,121.260002,116.760002,121.129997,115.773438,1385500
2020-05-15,119.910004,127.029999,118.730003,126.059998,120.485413,1307700
2020-05-18,130.610001,132.889999,128.160004,131.110001,125.312088,1806600
2020-05-19,140.339996,141.800003,135.250000,135.820007,129.813812,3755600
2020-05-20,138.229996,140.160004,135.039993,135.720001,129.718246,1216300
2020-05-21,135.570007,136.020004,130.070007,134.789993,128.829346,1512800
2020-05-22,133.289993,134.210007,131.389999,133.479996,127.577301,682600
2020-05-26,137.619995,138.669998,134.589996,135.580002,129.584427,813400
2020-05-27,137.500000,141.779999,136.309998,141.710007,135.443359,815200
2020-05-28,142.389999,142.479996,138.000000,138.440002,132.317947,1069900
2020-05-29,137.699997,140.809998,136.500000,139.320007,133.159027,1324300
2020-06-01,139.559998,140.630005,138.490005,139.789993,133.608246,841000
2020-06-02,141.210007,141.350006,138.929993,139.490005,133.321518,540300
2020-06-03,139.759995,144.630005,139.759995,142.320007,136.026367,519300
2020-06-04,141.080002,142.690002,140.589996,142.199997,135.911697,498400
2020-06-05,145.070007,149.160004,144.559998,146.100006,139.639221,929300
2020-06-08,146.279999,149.240005,145.080002,146.350006,139.878174,920500
2020-06-09,145.220001,145.710007,142.330002,144.210007,137.832809,717100
2020-06-10,144.320007,144.320007,140.369995,140.380005,134.172165,864900
2020-06-11,136.710007,138.830002,131.600006,133.130005,127.242775,943000
2020-06-12,137.050003,137.289993,131.309998,135.729996,129.727798,682700
2020-06-15,131.160004,139.389999,130.330002,137.850006,131.754044,1074000
2020-06-16,143.039993,144.009995,138.240005,142.660004,136.351364,1018900
2020-06-17,144.110001,150.029999,142.740005,148.639999,142.066879,1382700
2020-06-18,147.399994,148.839996,145.619995,147.710007,141.415863,588200
2020-06-19,150.470001,150.570007,144.779999,144.899994,138.725601,1042900
2020-06-22,145.110001,152.270004,144.529999,151.600006,145.140121,1790600
2020-06-23,152.509995,153.470001,149.779999,149.970001,143.579559,1210300
2020-06-24,148.559998,148.809998,142.759995,143.000000,136.906586,1073200
2020-06-25,141.850006,143.490005,140.070007,142.910004,136.820435,920600
2020-06-26,142.970001,143.869995,139.589996,139.990005,134.024857,1079400
2020-06-29,141.490005,143.660004,138.759995,142.750000,136.667221,676500
2020-06-30,142.429993,143.360001,140.429993,142.449997,136.380020,746100
2020-07-01,142.360001,143.669998,139.669998,141.949997,135.901306,709500
2020-07-02,144.240005,145.610001,140.300003,141.839996,135.795990,467000
2020-07-06,144.149994,144.309998,138.250000,138.960007,133.038727,841300
2020-07-07,137.919998,138.960007,136.470001,136.679993,130.855881,799000
2020-07-08,136.289993,136.960007,132.929993,136.449997,130.635666,1361200
2020-07-09,135.679993,136.809998,132.320007,133.750000,128.050720,543000
2020-07-10,133.309998,134.779999,131.899994,134.449997,128.720886,614900
2020-07-13,135.220001,139.500000,134.050003,135.130005,129.371933,1064000
2020-07-14,134.970001,139.580002,133.539993,138.580002,132.674927,1069800
2020-07-15,140.800003,143.970001,140.220001,143.679993,137.557556,912000
2020-07-16,143.470001,147.559998,142.979996,145.350006,139.156433,941400
2020-07-17,146.199997,146.220001,143.029999,144.860001,138.687332,386500
2020-07-20,145.199997,145.660004,142.970001,144.899994,138.725601,417700
2020-07-21,145.380005,148.080002,145.029999,147.380005,141.099915,756100
2020-07-22,146.899994,150.070007,146.899994,149.399994,143.033844,493800
2020-07-23,150.000000,150.889999,146.979996,148.369995,142.047729,762500
2020-07-24,148.229996,149.770004,147.080002,147.270004,140.994629,755800
2020-07-27,147.389999,147.880005,146.000000,146.830002,140.573364,771300
2020-07-28,147.059998,148.059998,145.949997,146.190002,139.960632,808500
2020-07-29,146.610001,148.809998,146.130005,148.210007,141.894562,1249400
2020-07-30,154.110001,154.770004,148.729996,152.869995,146.355972,1350800
2020-07-31,152.660004,153.350006,147.550003,150.139999,143.742310,829000
2020-08-03,151.539993,153.089996,149.710007,152.550003,146.049622,498300
2020-08-04,152.169998,152.940002,150.350006,152.789993,146.279388,400000
2020-08-05,153.229996,154.139999,151.139999,151.720001,145.254974,845300
2020-08-06,150.949997,152.789993,150.600006,151.830002,145.360291,396400
2020-08-07,150.910004,153.210007,150.779999,151.970001,145.494339,1424500
2020-08-10,152.500000,154.220001,151.949997,153.320007,146.786804,595500
2020-08-11,155.000000,155.440002,151.789993,151.940002,145.465622,764800
2020-08-12,153.580002,156.000000,153.449997,154.279999,147.705887,681500
2020-08-13,154.470001,156.869995,153.800003,155.990005,149.343063,686300
2020-08-14,155.110001,159.309998,155.110001,158.660004,151.899292,1130300
2020-08-17,160.080002,161.479996,158.979996,161.000000,154.139557,2043400
2020-08-18,170.500000,170.500000,159.720001,162.850006,155.910736,2563500
2020-08-19,163.169998,163.839996,158.929993,160.809998,153.957642,1289500
2020-08-20,159.300003,160.020004,157.059998,157.440002,150.731277,1080200
2020-08-21,157.050003,158.320007,155.570007,156.110001,149.457947,697100
2020-08-24,156.979996,157.970001,154.520004,157.139999,150.444061,636500
2020-08-25,157.259995,157.259995,153.960007,156.059998,149.410065,525200
2020-08-26,155.770004,157.580002,155.449997,156.479996,149.812180,575600
2020-08-27,156.949997,156.949997,154.539993,154.720001,148.127167,473200
2020-08-28,155.380005,155.589996,153.130005,154.770004,148.175018,611600
2020-08-31,154.770004,158.740005,151.509995,156.309998,149.649429,1242100
2020-09-01,155.779999,157.779999,154.429993,156.389999,149.726013,634800
2020-09-02,156.440002,159.559998,155.539993,158.100006,151.363144,635600
2020-09-03,158.000000,158.550003,154.309998,155.179993,148.567551,591100
2020-09-04,155.889999,156.009995,150.759995,153.750000,147.198502,589100
2020-09-08,152.649994,154.690002,150.839996,151.729996,145.264557,1198000
2020-09-09,152.619995,155.679993,152.619995,154.350006,147.772919,715900
2020-09-10,154.649994,155.720001,153.100006,153.559998,147.016586,418700
2020-09-11,154.470001,155.320007,153.080002,154.589996,148.002686,493900
2020-09-14,156.899994,158.919998,156.130005,157.309998,150.606812,785900
2020-09-15,157.910004,158.410004,156.509995,156.880005,150.195129,496800
2020-09-16,157.029999,157.110001,154.300003,154.639999,148.050568,512800
2020-09-17,152.559998,154.949997,152.000000,154.759995,148.405365,630700
2020-09-18,154.380005,155.970001,152.539993,153.880005,147.561523,717100
2020-09-21,151.009995,151.750000,147.610001,148.429993,142.335297,854800
2020-09-22,148.990005,152.460007,146.419998,150.110001,143.946320,1244900
2020-09-23,150.570007,150.940002,146.300003,146.449997,140.436600,618900
2020-09-24,144.520004,148.839996,142.460007,146.710007,140.685913,1115900
2020-09-25,146.330002,150.399994,146.259995,149.410004,143.275055,778600
2020-09-28,150.880005,154.169998,150.009995,153.389999,147.091629,726400
2020-09-29,153.889999,153.889999,151.660004,151.710007,145.480606,610400
2020-09-30,151.479996,154.869995,151.449997,153.500000,147.197098,546700
2020-10-01,153.559998,156.259995,153.199997,154.850006,148.491669,649700
2020-10-02,152.240005,156.350006,151.660004,155.500000,149.114975,487300
2020-10-05,155.740005,158.160004,154.919998,155.860001,149.460190,556700
2020-10-06,160.259995,160.779999,155.059998,155.160004,148.788956,837200
2020-10-07,155.619995,158.500000,155.279999,156.809998,150.371201,1065700
2020-10-08,157.800003,158.500000,155.119995,157.660004,151.186295,404400
2020-10-09,158.580002,158.580002,155.070007,155.320007,148.942368,840400
2020-10-12,155.509995,156.389999,153.630005,156.250000,149.834213,720400
2020-10-13,155.610001,158.080002,155.220001,157.380005,150.917801,753400
2020-10-14,158.160004,159.179993,154.789993,156.580002,150.150650,581800
2020-10-15,154.979996,157.910004,154.080002,157.520004,151.052063,697300
2020-10-16,157.520004,157.610001,154.830002,154.990005,148.625931,477200
2020-10-19,156.110001,157.350006,152.770004,153.250000,146.957367,603800
2020-10-20,154.679993,154.979996,152.690002,153.020004,146.736832,614400
2020-10-21,155.990005,157.699997,153.880005,154.380005,148.040955,884500
2020-10-22,153.839996,154.070007,150.820007,152.929993,146.650513,621800
2020-10-23,153.419998,155.169998,151.779999,154.720001,148.367020,543600
2020-10-26,152.710007,152.960007,149.350006,151.210007,145.001144,619000
2020-10-27,150.470001,151.910004,150.000000,150.410004,144.233978,775600
2020-10-28,147.419998,150.070007,146.149994,146.380005,140.369446,687900
2020-10-29,145.729996,147.520004,144.229996,146.000000,140.005081,719900
2020-10-30,144.869995,147.410004,144.600006,147.279999,141.232513,822000
2020-11-02,149.490005,152.470001,148.759995,151.380005,145.164154,1010900
2020-11-03,153.479996,158.119995,152.679993,157.429993,150.965714,847600
2020-11-04,158.369995,159.550003,154.860001,155.529999,149.143738,791900
2020-11-05,157.779999,158.839996,155.279999,156.429993,150.006821,544200
2020-11-06,156.050003,157.539993,154.320007,156.380005,149.958878,725600
2020-11-09,161.589996,164.080002,156.330002,156.630005,150.198578,1877600
2020-11-10,153.250000,158.860001,150.699997,155.419998,149.038254,1716600
2020-11-11,156.779999,158.800003,153.210007,156.520004,150.093124,1132700
2020-11-12,156.720001,156.720001,151.500000,153.059998,146.775162,1091700
2020-11-13,152.990005,154.839996,152.130005,154.000000,147.676575,1073800
2020-11-16,155.500000,156.059998,150.320007,151.059998,144.857285,1306200
2020-11-17,149.919998,150.699997,147.649994,149.300003,143.169556,1073200
2020-11-18,148.929993,151.830002,147.979996,148.100006,142.018845,881600
2020-11-19,147.539993,147.539993,144.070007,146.080002,140.081802,1706700
2020-11-20,145.910004,147.089996,143.880005,144.330002,138.403641,1334400
2020-11-23,142.990005,146.860001,142.589996,145.559998,139.583130,1087700
2020-11-24,147.130005,150.440002,146.190002,149.830002,143.677811,1109400
2020-11-25,150.440002,150.610001,147.300003,149.399994,143.265457,795200
2020-11-27,150.240005,150.649994,148.309998,149.929993,143.773697,460500
2020-11-30,149.330002,150.309998,147.369995,147.699997,141.635254,1521500
2020-12-01,149.070007,153.179993,147.570007,152.610001,146.343674,1258300
2020-12-02,151.179993,151.449997,147.500000,148.449997,142.354462,1279900
2020-12-03,148.639999,151.059998,148.309998,150.139999,143.975067,646200
2020-12-04,149.960007,152.820007,149.960007,152.470001,146.209396,607700
2020-12-07,151.610001,153.720001,151.000000,153.679993,147.369720,985900
2020-12-08,152.690002,153.059998,148.960007,152.779999,146.506653,1135300
2020-12-09,152.990005,158.419998,152.509995,157.949997,151.464386,1275300
2020-12-10,156.250000,158.619995,154.559998,158.220001,151.723312,841400
2020-12-11,158.020004,160.899994,156.429993,157.660004,151.186295,906900
2020-12-14,158.610001,161.330002,157.300003,157.559998,151.090424,961800
2020-12-15,157.899994,159.940002,156.110001,159.839996,153.276794,1050400
2020-12-16,159.949997,161.929993,158.309998,161.320007,154.696030,1242600
2020-12-17,162.050003,163.699997,160.000000,160.339996,153.994904,1347800
2020-12-18,159.970001,161.039993,158.759995,159.990005,153.658768,1478300
2020-12-21,158.440002,160.580002,156.690002,160.490005,154.138962,1075200
2020-12-22,160.419998,161.179993,158.679993,159.399994,153.092102,780400
2020-12-23,158.679993,160.460007,158.410004,159.289993,152.986435,606500
2020-12-24,159.860001,160.979996,158.929993,160.679993,154.321442,308000
2020-12-28,161.309998,162.639999,158.270004,158.800003,152.515839,863300
